Nr,Kortategund,HeitiKorts,StadurTekid,Nr1,Nr2,Stofnun,Mal,Ar,StadurUnnid,Tungumal,Filma,Tomt,Tala1,Tala2,Tala3,Tala4,Tala5,Tala6,Tala7,Tala8,Tegund
219,Grunnkort,Orkugrunnkort OS 10000,Seyðisfjörður,1953,10000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,724237,538329,732243,538098,732169,533102,724155,533332,OS_219
220,Grunnkort,Orkugrunnkort OS 20000,Svínadalur,3235,20000,Orkustofnun,62x85,1985,[Reykjavík],Íslenska,Filma/útprentað,,"521413,9","359930,4","537410,7","360183,6",537569,"350185,6","521572,1","349932,4",OS_220
221,Grunnkort,Orkugrunnkort OS 20000,Skaftárdalur,3236,20000,Orkustofnun,62x85,1985,[Reykjavík],Íslenska,Filma/útprentað,,"521255,6","369928,4","537252,4","370181,6","537410,7","360183,6","521413,9","359930,4",OS_221
222,Grunnkort,Orkugrunnkort OS 20000,Leiðólfsfell,3237,20000,Orkustofnun,62x85,1985,[Reykjavík],Íslenska,Filma/útprentað,,"521097,3","379926,4","537094,1","380179,5","537252,4","370181,6","521255,6","369928,4",OS_222
223,Grunnkort,Orkugrunnkort OS 20000,Kistualda,3245,20000,Orkustofnun,62x85,1958,[Reykjavík],Íslenska,Filma/útprentað,,"519831,6","459909,8","535828,3","460162,9","535986,5",450165,"519989,8","449911,9",OS_223
224,Grunnkort,Orkugrunnkort OS 20000,Reyðarvatn,3251,20000,Orkustofnun,62x85,1985,[Reykjavík],Íslenska,Filma/útprentað,,"518882,6",519897,"534879,2","520150,1","535037,4","510152,3","519040,7","509899,3",OS_224
225,Grunnkort,Orkugrunnkort OS 20000,Urðarvötn,3252,20000,Orkustofnun,62x85,1985,[Reykjavík],Íslenska,Filma/útprentað,,"518724,4","529894,8",534721,"530147,8","534879,2","520150,1","518882,6",519897,OS_225
226,Grunnkort,Orkugrunnkort OS 20000,Atlaey,3335,20000,Orkustofnun,62x85,1985,[Reykjavík],Íslenska,Filma/útprentað,,505417,"359677,2","521413,9","359930,4","521572,1","349932,4","505575,3","349679,2",OS_226
227,Grunnkort,Orkugrunnkort OS 20000,Brytalækir,3336,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"505258,7","369675,2","521255,6","369928,4","521413,9","359930,4",505417,"359677,2",OS_227
228,Grunnkort,Orkugrunnkort OS 20000,Svartihnúkur,3337,20000,Orkustofnun,62x85,1985,[Reykjavík],Íslenska,Filma/útprentað,,"505100,5","379673,2","521097,3","379926,4","521255,6","369928,4","505258,7","369675,2",OS_228
229,Grunnkort,Orkugrunnkort OS 20000,Jökuldalir,3338,20000,Orkustofnun,62x85,1985,[Reykjavík],Íslenska,Filma/útprentað,,"504942,2","389671,2",520939,"389924,4","521097,3","379926,4","505100,5","379673,2",OS_229
230,Grunnkort,Orkugrunnkort OS 20000,Giljá,3352,20000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"502727,8","529641,8","518724,4","529894,8","518882,6",519897,502886,519644,OS_230
231,Grunnkort,Orkugrunnkort OS 20000,Ábær,3353,20000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"502569,7","539639,6","518566,3","539892,6","518724,4","529894,8","502727,8","529641,8",OS_231
232,Grunnkort,Orkugrunnkort OS 20000,Mælifellssandur,3436,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"489261,9",369422,"505258,7","369675,2",505417,"359677,2","489420,2",359424,OS_232
233,Grunnkort,Orkugrunnkort OS 20000,Landmannalaugar,3438,20000,Orkustofnun,62x85,1998,[Reykjavík],Íslenska,Filma/útprentað,,"488945,4","389418,1","504942,2","389671,2","505100,5","379673,2","489103,6","379420,1",OS_233
234,Grunnkort,Orkugrunnkort OS 20000,Tjörfafell,3439,20000,Orkustofnun,62x85,1998,[Reykjavík],Íslenska,Filma/útprentað,,"488787,1","399416,1","504783,9","399669,2","504942,2","389671,2","488945,4","389418,1",OS_234
235,Grunnkort,Orkugrunnkort OS 20000,Norðlingaalda,3444,20000,Orkustofnun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"487996,4","449405,8","503993,1","449658,8","504151,2","439660,9","488154,5","439407,8",OS_235
236,Grunnkort,Orkugrunnkort OS 20000,Ytri-Hraunkúla,3452,20000,Orkustofnun,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,"486731,2","529388,7","502727,8","529641,8",502886,519644,"486889,3",519391,OS_236
237,Grunnkort,Orkugrunnkort OS 20000,Egilsá,3454,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"486414,9","549384,3","502411,5","549637,3","502569,7","539639,6","486573,1","539386,5",OS_237
238,Grunnkort,Orkugrunnkort OS 20000,Þórsmörk,3535,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"473423,3","359170,8","489420,2",359424,"489578,4",349426,"473581,6","349172,8",OS_238
239,Grunnkort,Orkugrunnkort OS 20000,Þórsmörk,3535,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"473423,3","359170,8","489420,2",359424,"489578,4",349426,"473581,6","349172,8",OS_239
240,Grunnkort,Orkugrunnkort OS 20000,Hrafntinnuhraun,3538,20000,Orkustofnun,62x85,1998,[Reykjavík],Íslenska,Filma/útprentað,,"472948,6","389164,9","488945,4","389418,1","489103,6","379420,1","473106,8","379166,9",OS_240
241,Grunnkort,Orkugrunnkort OS 20000,Sauðleysur,3539,20000,Orkustofnun,62x85,1998,[Reykjavík],Íslenska,Filma/útprentað,,"472790,3",399163,"488787,1","399416,1","488945,4","389418,1","472948,6","389164,9",OS_241
242,Grunnkort,Orkugrunnkort OS 20000,Hald,3540,20000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"472632,2","409160,9",488629,409414,"488787,1","399416,1","472790,3",399163,OS_242
243,Grunnkort,Orkugrunnkort OS 20000,Búðarháls,3541,20000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"472474,1","419158,9","488470,8",419412,488629,409414,"472632,2","409160,9",OS_243
244,Grunnkort,Orkugrunnkort OS 20000,Guðlaugstungur,3549,20000,Orkustofnun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,471209,"499142,4","487205,6","499395,4","487363,8","489397,5","471367,1","489144,4",OS_244
245,Grunnkort,Orkugrunnkort OS 20000,Álfgeirstungur,3550,20000,Orkustofnun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"471050,8","509140,2","487047,5","509393,2","487205,6","499395,4",471209,"499142,4",OS_245
246,Grunnkort,Orkugrunnkort OS 20000,Blönduvatn,3551,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"470892,7","519137,9","486889,3",519391,"487047,5","509393,2","471050,8","509140,2",OS_246
247,Grunnkort,Orkugrunnkort OS 20000,Reykjafoss,3555,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"470260,3","559129,1","486256,8","559382,1","486414,9","549384,3","470418,4","549131,3",OS_247
248,Grunnkort,Orkugrunnkort OS 20000,Fljótsdalur,3635,20000,Orkustofnun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"457426,5","358917,6","473423,3","359170,8","473581,6","349172,8","457584,7","348919,6",OS_248
249,Grunnkort,Orkugrunnkort OS 20000,Tindfjöll,3636,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"457268,2","368915,7","473265,1","369168,9","473423,3","359170,8","457426,5","358917,6",OS_249
250,Grunnkort,Orkugrunnkort OS 20000,Tindfjöll,3636,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"457268,2","368915,7","473265,1","369168,9","473423,3","359170,8","457426,5","358917,6",OS_250
251,Grunnkort,Orkugrunnkort OS 20000,Langvíuhraun,3637,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,457110,"378913,7","473106,8","379166,9","473265,1","369168,9","457268,2","368915,7",OS_251
252,Grunnkort,Orkugrunnkort OS 20000,Langvíuhraun,3637,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,457110,"378913,7","473106,8","379166,9","473265,1","369168,9","457268,2","368915,7",OS_252
253,Grunnkort,Orkugrunnkort OS 20000,Ytri-Hraunkúla,3452,20000,Orkustofnun,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,"486731,2","529388,7","502727,8","529641,8",502886,519644,"486889,3",519391,OS_253
254,Grunnkort,Orkugrunnkort OS 20000,Egilsá,3454,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"486414,9","549384,3","502411,5","549637,3","502569,7","539639,6","486573,1","539386,5",OS_254
255,Grunnkort,Orkugrunnkort OS 20000,Mosfell,3940,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"408645,1","408148,6","424641,9","408401,6",424800,"398403,6","408803,2","398150,6",OS_255
256,Grunnkort,Orkugrunnkort OS 20000,Laugarvatn,3941,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,408487,"418146,5","424483,8","418399,6","424641,9","408401,6","408645,1","408148,6",OS_256
257,Grunnkort,Orkugrunnkort OS 20000,Krafla  Mývatn,2758-2857,20000,Orkustofnun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,597775,586976,607337,583618,602732,568794,593653,572491,OS_257
258,Grunnkort,Orkugrunnkort OS 20000,Krafla  Mývatn,2758-2857,20000,Orkustofnun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,597775,586796,607337,583618,602732,568794,593653,"572133,7",OS_258
259,Grunnkort,Orkugrunnkort OS 20000,Búrfellsvirkjun,3639-3740,20000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,454268,403680,469386,408890,472646,399421,457497,394241,OS_259
260,Grunnkort,Orkugrunnkort OS 2000,Námafjall,2757-68,2000,Orkustofnun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,"602730,8","580224,7","604346,3",580250,"604344,6","579249,2","602746,6","579224,9",OS_260
261,Grunnkort,Orkugrunnkort OS 2000,Námafjall,2757-69,2000,Orkustofnun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,602715,"581224,5","604330,4","581249,8","604328,8",580249,"602730,8","580224,7",OS_261
262,Grunnkort,Orkugrunnkort RARIK 2000,Kröfluvirkjun,2757-78,2000,RARIK,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,"601131,2","580199,4","602746,6","580224,7",602745,"579223,9",601147,"579199,6",OS_262
263,Grunnkort,Orkugrunnkort RARIK 2000,Kröfluvirkjun,2757-79,2000,RARIK,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,"601115,3","581199,2","602730,8","581224,5","602729,1","580223,7","601131,2","580199,4",OS_263
264,Grunnkort,Orkugrunnkort RARIK 2000,Kröfluvirkjun,2758-60,2000,RARIK,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,"602699,2","582224,2","604314,6","582249,5",604313,"581248,8",602715,"581224,5",OS_264
265,Grunnkort,Orkugrunnkort RARIK 2000,Kröfluvirkjun,2758-70,2000,RARIK,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,"601099,5","582198,9",602715,"582224,2","602713,3","581223,5","601115,3","581199,2",OS_265
266,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-34,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"498306,1","404566,9","499921,6","404592,3","499920,3",403592,"498321,9","403567,2",OS_266
267,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-35,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"498290,3","405566,7","499905,8",405592,"499904,5","404591,8","498306,1","404566,9",OS_267
268,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-36,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"498274,5","406566,5",499890,"406591,8","499888,7","405591,6","498290,3","405566,7",OS_268
269,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-44,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"496706,4","404541,6","498321,9","404566,9","498320,6","403566,7","496722,3","403541,8",OS_269
270,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-45,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"496690,6","405541,4","498306,1","405566,7","498304,8","404566,5","496706,4","404541,6",OS_270
271,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-47,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,496659,407541,"498274,5","407566,3","498273,2","406566,1","496674,8","406541,2",OS_271
272,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-48,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"496643,2","408540,8","498258,7","408566,1","498257,4","407565,9",496659,407541,OS_272
273,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-49,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"496627,4","409540,6","498242,8","409565,9","498241,6","408565,6","496643,2","408540,8",OS_273
274,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-53,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"495122,6","403516,5","496738,1","403541,8","496736,8","402541,6","495138,4","402516,7",OS_274
275,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-54,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"495106,8","404516,3","496722,3","404541,6",496721,"403541,4","495122,6","403516,5",OS_275
276,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-55,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"495090,9","405516,1","496706,4","405541,4","496705,2","404541,2","495106,8","404516,3",OS_276
277,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-58,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"495043,5","408515,5",496659,"408540,8","496657,7","407540,5","495059,3","407515,7",OS_277
278,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-59,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"495027,7","409515,3","496643,2","409540,6","496641,9","408540,3","495043,5","408515,5",OS_278
279,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-46,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"496674,8","406541,2","498290,3","406566,5",498289,"405566,3","496690,6","405541,4",OS_279
280,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-56,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"495075,1","406515,9","496690,6","406541,2","496689,4",405541,"495090,9","405516,1",OS_280
281,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-64,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"493507,1",404491,"495122,6","404516,3","495121,3","403516,1","493522,9","403491,2",OS_281
282,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-65,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"493491,3","405490,8","495106,8","405516,1","495105,5","404515,9","493507,1",404491,OS_282
283,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-66,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"493475,4","406490,6","495090,9","406515,9","495089,7","405515,7","493491,3","405490,8",OS_283
284,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-67,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"493459,6","407490,4","495075,1","407515,7","495073,9","406515,5","493475,4","406490,6",OS_284
285,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-68,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"493443,8","408490,2","495059,3","408515,5","495058,1","407515,2","493459,6","407490,4",OS_285
286,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-76,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"491875,8","406465,3","493491,3","406490,6","493490,1","405490,4","491891,6","405465,5",OS_286
287,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-77,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,491860,"407465,1","493475,4","407490,4","493474,2","406490,2","491875,8","406465,3",OS_287
288,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-78,2000,Landsvirkjun,62x85,1972,[Reykjavík],Íslenska,Filma/útprentað,,"491844,1","408464,9","493459,6","408490,2","493458,4","407489,9",491860,"407465,1",OS_288
289,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-87,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"490260,3","407439,8","491875,8","407465,1","491874,6","406464,9","490276,1",406440,OS_289
290,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-88,2000,Landsvirkjun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"490244,5","408439,6",491860,"408464,9","491858,8","407464,6","490260,3","407439,8",OS_290
291,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-89,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"490228,6","409439,3","491844,1","409464,7",491843,"408464,4","490244,5","408439,6",OS_291
292,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-97,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"488660,6","407414,5","490276,1","407439,8","490274,9","406439,5","488676,4","406414,7",OS_292
293,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-98,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"488644,8","408414,2","490260,3","408439,6","490259,1","407439,3","488660,6","407414,5",OS_293
294,Grunnkort,Orkugrunnkort LV 2000,Tungnaárkrókur,3440-99,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,488629,409414,"490244,5","409439,3","490243,3","408439,1","488644,8","408414,2",OS_294
295,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-75,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"491575,3","425461,3","493190,8","425486,7","493189,6","424486,2","491591,1","424461,6",OS_295
296,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-76,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"491559,5","426461,1",493175,"426486,4","493173,7",425486,"491575,3","425461,3",OS_296
297,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-77,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"491543,6","427460,9","493159,1","427486,2","493157,9","426485,8","491559,5","426461,1",OS_297
298,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-78,2000,Landsvirkjun,62x85,1970,[Reykjavík],Íslenska,Filma/útprentað,,"491527,8","428460,7","493143,3",428486,"493142,1","427485,5","491543,6","427460,9",OS_298
299,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-79,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,491512,"429460,5","493127,5","429485,8","493126,3","428485,3","491527,8","428460,7",OS_299
300,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-85,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"489975,6",425436,"491591,1","425461,3","491589,9","424460,9","489991,4","424436,2",OS_300
301,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-86,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"489959,8","426435,8","491575,3","426461,1","491574,1","425460,7","489975,6",425436,OS_301
302,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-87,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,489944,"427435,6","491559,5","427460,9","491558,3","426460,5","489959,8","426435,8",OS_302
303,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-88,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"489928,2","428435,4","491543,6","428460,7","491542,5","427460,2",489944,"427435,6",OS_303
304,Grunnkort,Orkugrunnkort LV 2000,Dynkur,3442-89,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"489912,3","429435,2","491527,8","429460,5","491526,6",428460,"489928,2","428435,4",OS_304
305,Grunnkort,Orkugrunnkort OS 2000,Egilsá,3454-54,2000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"492892,6","544486,6","494508,1","544511,9","494506,8","543510,6","492908,5","543486,8",OS_305
306,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-27,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"483861,6","407338,5","485477,1","407363,8",485476,"406363,6","483877,4","406338,7",OS_306
307,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-28,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"483845,8","408338,3","485461,2","408363,6","485460,2","407363,4","483861,6","407338,5",OS_307
308,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-37,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"482261,9","407313,2","483877,4","407338,5","483876,3","406338,3","482277,7","406313,4",OS_308
309,Grunnkort,Orkugrunnkort LV 2000,Hald,3540-38,2000,Landsvirkjun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"482246,1",408313,"483861,6","408338,3","483860,5","407338,1","482261,9","407313,2",OS_309
310,Grunnkort,Orkugrunnkort OS 2000,Hald [?],3540-69,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"477431,2","409236,9","479046,7","409262,2","479045,8",408262,477447,"408237,1",OS_310
311,Grunnkort,Orkugrunnkort LV 2000,Sultartangi,3540-78,2000,Landsvirkjun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"475847,4","408211,7","477462,9","408237,1","477461,9","407236,9","475863,2",407212,OS_311
312,Grunnkort,Orkugrunnkort OS 2000,Hald [?],3540-79,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"475831,5","409211,5",477447,"409236,9","477446,1","408236,7","475847,4","408211,7",OS_312
313,Grunnkort,Orkugrunnkort LV 2000,Sultartangi,3540-88,2000,Landsvirkjun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"474247,7","408186,4","475863,2","408211,7","475862,3","407211,6","474263,5","407186,6",OS_313
314,Grunnkort,Orkugrunnkort LV 2000,Sultartangi,3540-89,2000,Landsvirkjun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"474231,9","409186,2","475847,4","409211,5","475846,5","408211,4","474247,7","408186,4",OS_314
315,Grunnkort,Orkugrunnkort OS 2000,Hald,3540-99,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"472632,2","409160,9","474247,7","409186,2","474246,8","408186,1",472648,"408161,1",OS_315
316,Grunnkort,Orkugrunnkort LV 2000,Búðarháls,3541-12,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"485382,2","412362,8","486997,7","412388,1","486996,6","411387,8",485398,411363,OS_316
317,Grunnkort,Orkugrunnkort LV 2000,Búðarháls,3541-14,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"485350,5","414362,4",486966,"414387,7","486964,9","413387,4","485366,4","413362,6",OS_317
318,Grunnkort,Orkugrunnkort LV 2000,Búðarháls,3541-22,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"483782,5","412337,5",485398,"412362,8","485396,9","411362,5","483798,3","411337,7",OS_318
319,Grunnkort,Orkugrunnkort LV 2000,Búðarháls,3541-23,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"483766,7","413337,3","485382,2","413362,6","485381,1","412362,3","483782,5","412337,5",OS_319
320,Grunnkort,Orkugrunnkort LV 2000,Búðarháls,3541-24,2000,Landsvirkjun,62x85,1979,[Reykjavík],Íslenska,Filma/útprentað,,"483750,9","414337,1","485366,4","414362,4","485365,3","413362,1","483766,7","413337,3",OS_320
321,Grunnkort,Orkugrunnkort OS 2000,Búðarháls,3541-60,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"477415,4","410236,6","479030,9",410262,479030,"409261,7","477431,2","409236,9",OS_321
322,Grunnkort,Orkugrunnkort OS 2000,Búðarháls,3541-70,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"475815,7","410211,3","477431,2","410236,6","477430,3","409236,4","475831,5","409211,5",OS_322
323,Grunnkort,Orkugrunnkort OS 2000,Búðarháls,3541-80,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"474216,1",410186,"475831,5","410211,3","475830,7","409211,1","474231,9","409186,2",OS_323
324,Grunnkort,Orkugrunnkort OS 2000,Búðarháls,3541-91,2000,Orkustofnun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,"472600,6","411160,5","474216,1","411185,8","474215,2","410185,6","472616,4","410160,7",OS_324
325,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-06,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,471080,"406136,2","472695,4","406161,5","472694,6","405161,4","471095,8","405136,4",OS_325
326,Grunnkort,Orkugrunnkort OS 2000,Klofaey,3640-09,2000,Orkustofnun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,"471032,5","409135,6",472648,"409160,9","472647,2","408160,7","471048,3","408135,8",OS_326
327,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-15,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"469496,1","405111,1","471111,6","405136,4","471110,8","404136,3","469511,9","404111,3",OS_327
328,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-16,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"469480,3","406110,9","471095,8","406136,2",471095,"405136,1","469496,1","405111,1",OS_328
329,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-17,2000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"469464,5","407110,7",471080,407136,"471079,2","406135,9","469480,3","406110,9",OS_329
330,Grunnkort,Orkugrunnkort OS 2000,Klofaey [?],3640-18,2000,Orkustofnun,62x85,1981,[Reykjavík],Íslenska,Filma/útprentað,,"469448,7","408110,5","471064,1","408135,8","471063,3","407135,7","469464,5","407110,7",OS_330
