Nr,Kortategund,HeitiKorts,StadurTekid,Nr1,Nr2,Stofnun,Mal,Ar,StadurUnnid,Tungumal,Filma,Tomt,Tala1,Tala2,Tala3,Tala4,Tala5,Tala6,Tala7,Tala8,Tegund
674,Grunnkort,Orkugrunnkort OS 50000,Múli,2214/I,50000,Orkustofnun,70x50,1989,[Reykjavík],Íslenska,Filma/útprentað,,"665042,4",504539,"688587,6","505937,4",690350,"478121,7","666584,7","476710,3",OS_674
675,Grunnkort,Orkugrunnkort OS 50000,Vesturöræfi,2214/IV,50000,Orkustofnun,60x50,1989,[Reykjavík],Íslenska,Filma/útprentað,,"641486,9",503327,"665042,4",504539,"666584,7","476710,3","642809,1",475487,OS_675
676,Grunnkort,Orkugrunnkort OS 50000,Vesturöræfi,2214/IV,50000,Orkustofnun,60x50,1989,[Reykjavík],Íslenska,Filma/útprentað,,"641486,9",503327,"665042,4",504539,"666584,7","476710,3","642809,1",475487,OS_676
677,Grunnkort,Orkugrunnkort OS 50000,Fljótsdalsheiði,2215/II,50000,Orkustofnun,70x50,1989,[Reykjavík],Íslenska,Filma/útprentað,,"663500,1","532368,7","686825,2","533753,9","688587,6","505937,4","665042,4",504539,OS_677
678,Grunnkort,Orkugrunnkort OS 50000,Eyvindarfjöll,2215/II,50000,Orkustofnun,70x50,1989,[Reykjavík],Íslenska,Filma/útprentað,,"663500,1","532368,7","686825,2","533753,9","688587,6","505937,4","665042,4",504539,OS_678
679,Grunnkort,Orkugrunnkort OS 50000,Þríhyrningur,2215/III,50000,Orkustofnun,70x50,1989,[Reykjavík],Íslenska,Filma/útprentað,,"640164,7","531167,9","663500,1","532368,7","665042,4",504539,"641486,9",503327,OS_679
680,Grunnkort,Orkugrunnkort OS 50000,Þríhyrningur,2215/III,50000,Orkustofnun,70x50,1989,[Reykjavík],Íslenska,Filma/útprentað,,"640164,7","531167,9","663500,1","532368,7","665042,4",504539,"641486,9",503327,OS_680
712,Grunnkort,Orkugrunnkort OS 20000,[Urðarvötn],3252,20000,Orkustofnun,62x85,1985,[Reykjavík],Íslenska,Filma/útprentað,,"518724,4","529894,8",534721,"530147,8","534879,2","520150,1","518882,6",519897,OS_712
750,Grunnkort,Orkugrunnkort OS 25000,[Án titils],1912/I NA,25000,Orkustofnun,62x53,1996,[Reykjavík],"Íslenska,Enska",Filma/útprentað,,"536721,6","388702,2","548954,7","388871,6","549175,1","374937,1","536886,9",374767,OS_750
751,Grunnkort,Orkugrunnkort OS 25000,[Án titils],1913/II SA,25000,Orkustofnun,62x53,1996,[Reykjavík],"Íslenska,Enska",Filma/útprentað,,"536556,3","402637,2","548734,2","402805,8","548954,7","388871,6","536721,6","388702,2",OS_751
752,Grunnkort,Orkugrunnkort OS 25000,[Án titils],2013/III SV,25000,Orkustofnun,62x53,1996,[Reykjavík],"Íslenska,Enska",Filma/útprentað,,"548734,2","402805,8","560911,4","403022,5",561187,"389089,3","548954,7","388871,6",OS_752
775,Jarðfræðikort,Berggrunnskort OS - Ýmis kort,Fossárvirkjun - Jarðfræðikort,1,20000,Orkustofnun,60x65,1979,Reykjavík,Íslenska,Prentað/útgefið,Snorri Zóphóníasson,"692029,6","493356,8","703870,2","490476,3","701654,1","481466,2","689603,4","484265,3",OS_775
776,Jarðfræðikort,Berggrunnskort OS - Ýmis kort,Fossárvirkjun - Jarðfræðikort,2,20000,Orkustofnun,60x75,1979,Reykjavík,Íslenska,Prentað/útgefið,Snorri Zóphóníasson,"703866,9",490474,"717677,8",487074,"715658,6","478095,3",701657,"481444,7",OS_776
777,Jarðfræðikort,Jarðgrunnskort OS 50000,Jökulsár í Skagafirði II,1,50000,Orkustofnun,60x73,1979,Reykjavík,Íslenska,Prentað/útgefið,Ingibjörg Kaldal og Skúli Víkingsson,"490913,5","548438,7","518423,9","548890,6","518850,9","521896,6","491383,3","521501,4",OS_777
778,Jarðfræðikort,Jarðgrunnskort OS 50000,Jökulsár í Skagafirði II,2,50000,Orkustofnun,60x55,1979,Reykjavík,Íslenska,Prentað/útgefið,Ingibjörg Kaldal og Skúli Víkingsson,"496887,2","519549,1","506885,1","519707,3","507201,4","499711,7","497203,5","499553,6",OS_778
779,Jarðfræðikort,Jarðgrunnskort OS 50000,Jökulsár í Skagafirði II,3,50000,Orkustofnun,60x65,1979,Reykjavík,Íslenska,Prentað/útgefið,Ingibjörg Kaldal og Skúli Víkingsson,516883,"519865,4","526880,9","520023,5","527197,2",500028,"517199,3","499869,9",OS_779
780,Jarðfræðikort,Jarðgrunnskort OS 50000,Blönduvirkjun - Lónstæði,[Án númers],50000,Orkustofnun,35x42,1980,Reykjavík,Íslenska,Prentað/útgefið,Ingibjörg Kaldal og Skúli Víkingsson,464207,"526309,5","475960,6","526357,8","476370,9","511973,5","464134,6","511683,8",OS_780
781,Jarðfræðikort,Jarðgrunnskort OS 50000,Blönduvirkjun Langidalur,1,50000,Orkustofnun,30x42,1984,Reykjavík,Íslenska,Prentað/útgefið,Skúli Víkingsson,"440915,8","577991,8","469787,6","553349,5","462969,2","545497,7","434097,4",570140,OS_781
